Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000295	2017	Francesca Frontini | Mohamed Amine Boukhaled | Jean-Gabriel Ganascia	Université Paul-Valéry Montpellier 3 - Praxiling UMR 5267 CNRS - UPVM3 | Laboratoire d'Informatique de Paris 6 (LIP6 UPMC) / Labex OBVIL | Laboratoire d'Informatique de Paris 6 (LIP6 UPMC) / Labex OBVIL	Mining for characterising patterns in literature using correspondence analysis: an experiment on French novels	000341	000188	000291	000357	000229	000323	000203	000170	000687	000012	https://digitalhumanities.org/dhq/vol/11/2/000295/000295.html
000296	2017	Patrick Jähnichen | Patrick Oesterling | Gerhard Heyer | Tom Liebmann | Gerik Scheuermann | Christoph Kuras	Machine Learning Group, Humboldt-Universität zu Berlin | Image and Signal Processing Group, Leipzig University, Germany | Natural Language Processing Group, Leipzig University, Germany | Image and Signal Processing Group, Leipzig University, Germany | Image and Signal Processing Group, Leipzig University, Germany | Natural Language Processing Group, Leipzig University, Germany	Exploratory Search Through Visual Analysis of Topic Models	000617	000400	000263	000250	000396	000026	000415	000244	000434	000482	https://digitalhumanities.org/dhq/vol/11/2/000296/000296.html
000297	2017	Yuri Bizzoni | Marianne Reboul | Angelo Del Grosso	University of Gothenburg | Université Paris-Sorbonne | Institute for Computational Liguistics A. Zampolli	Diachronic trends in Homeric translations	000033	000025	000030	000694	000023	000251	000134	000563	000249	000032	https://digitalhumanities.org/dhq/vol/11/2/000297/000297.html
000298	2017	Daniel Burckhardt	Humboldt-Universität zu Berlin	Comparing Disciplinary Patterns: Exploring the Humanities through the Lens of Scholarly Communication	000280	000484	000309	000635	000670	000011	000074	000446	000598	000535	https://digitalhumanities.org/dhq/vol/11/2/000298/000298.html
000299	2017	Taylor Arnold | Stacey Maples | Lauren Tilton | Laura Wexler	University of Richmond | Stanford University | University of Richmond | Yale University	Uncovering Latent Metadata in the FSA-OWI Photographic Archive	000318	000003	000061	000330	000059	000320	000057	000469	000206	000483	https://digitalhumanities.org/dhq/vol/11/2/000299/000299.html
000300	2017	Chloe Edmondson	Stanford University	An Enlightenment Utopia: The Network of Sociability in Corinne	000097	000144	000295	000148	000263	000440	000096	000341	000343	000145	https://digitalhumanities.org/dhq/vol/11/2/000300/000300.html
000302	2017	Janelle Jenstad | Kim McLean-Fiander | Kathryn R. McPherson	University of Victoria | University of Victoria | Utah Valley University	The MoEML Pedagogical Partnership Program	000330	000320	000306	000478	000319	000443	000358	000038	000177	000031	https://digitalhumanities.org/dhq/vol/11/3/000302/000302.html
000303	2017	Brandon T. Locke	Michigan State University	Digital Humanities Pedagogy as Essential Liberal Education: A Framework for Curriculum Development	000047	000119	000305	000123	000322	000184	000319	000481	000315	000310	https://digitalhumanities.org/dhq/vol/11/3/000303/000303.html
000304	2017	Andrew Bretz	Wilfrid Laurier University	The New Itinerancy: Digital Pedagogy and the Adjunct Instructor in the Modern Academy	000310	000320	000248	000147	000668	000305	000594	000700	000419	000463	https://digitalhumanities.org/dhq/vol/11/3/000304/000304.html
000305	2017	Emily Christina Murphy | Shannon R. Smith	Queen's University | Bader International Study Centre, Herstmonceux Castle, Queen's University	Undergraduate Students and Digital Humanities Belonging: Metaphors and Methods for Including Undergraduate Research in DH Communities	000322	000473	000303	000666	000310	000304	000306	000421	000319	000334	https://digitalhumanities.org/dhq/vol/11/3/000305/000305.html
000306	2017	Danica Savonick | Lisa Tagliaferri	The Graduate Center, CUNY | The Graduate Center, CUNY	Building a Student-Centered (Digital) Learning Community With Undergraduates	000478	000302	000322	000330	000320	000319	000304	000419	000480	000184	https://digitalhumanities.org/dhq/vol/11/3/000306/000306.html
000307	2017	Jürgen Enge | Heinz Werner Kramski	FHNW Academy of Art and Design, Basel | German Literature Archive Marbach	Friedrich Kittler's Digital Legacy – PART I - Challenges, Insights and Problem-Solving Approaches in the Editing of Complex Digital Data Collections	000308	000212	000455	000150	000375	000160	000018	000089	000409	000046	https://digitalhumanities.org/dhq/vol/11/2/000307/000307.html
000308	2017	Susanne Holl	Berlin, Germany	Friedrich Kittler's Digital Legacy – PART II - Friedrich Kittler and the Digital Humanities: Forerunner, Godfather, Object of Research. An Indexer Model Research	000307	000160	000375	000150	000089	000212	000455	000018	000699	000409	https://digitalhumanities.org/dhq/vol/11/2/000308/000308.html
000309	2017	Daniel Schüller | Christian Beecks | Marwan Hassani | Jennifer Hinnell | Bela Brenger | Thomas Seidl | Irene Mittelberg	Natural Media Lab, Human Technology Centre, RWTH Aachen University | University of Münster | Data Management and Exploration Group, RWTH Aachen University | Department of Linguistics, University of Alberta | Natural Media Lab, Human Technology Centre, RWTH Aachen University | Ludwig Maximilian University of Munich | Natural Media Lab, Human Technology Centre, RWTH Aachen University	Automated Pattern Analysis in Gesture Research: Similarity Measuring in 3D Motion Capture Models of Communicative Action	000667	000089	000038	000090	000631	000670	000294	000483	000193	000179	https://digitalhumanities.org/dhq/vol/11/2/000309/000309.html
000310	2017	Alex Christie	Brock University	Building a Toolkit for Digital Pedagogy	000304	000473	000306	000081	000334	000480	000075	000417	000227	000305	https://digitalhumanities.org/dhq/vol/11/3/000310/000310.html
000311	2017	Caitlin Christian-Lamb | Anelise Hanson Shrout	Davidson College | California State University Fullerton	"Starting From Scratch"? Workshopping New Directions in Undergraduate Digital Humanities	000077	000177	000055	000079	000080	000119	000167	000133	000478	000443	https://digitalhumanities.org/dhq/vol/11/3/000311/000311.html
000312	2017	Adriana Álvarez Sánchez | Miriam Peña Pimentel	National Autonomous University of Mexico | National Autonomous University of Mexico	DH for History Students: A Case Study at the Facultad de Filosofía y Letras (National Autonomous University of Mexico)	000355	000221	000352	000471	000478	000314	000302	000330	000272	000467	https://digitalhumanities.org/dhq/vol/11/3/000312/000312.html
000313	2017	Matthew Milner | Stephen Wittek | Stéfan Sinclair	| Carnegie Mellon | McGill University	Introducing DREaM (Distant Reading Early Modernity)	000227	000173	000337	000372	000469	000393	000184	000128	000523	000491	https://digitalhumanities.org/dhq/vol/11/4/000313/000313.html
000314	2017	Alex Saum-Pascual	University of California, Berkeley	Teaching Electronic Literature as Digital Humanities: A Proposal	000323	000327	000734	000227	000281	000443	000699	000312	000128	000325	https://digitalhumanities.org/dhq/vol/11/3/000314/000314.html
000315	2017	Kara Kennedy	University of Canterbury	A Long-Belated Welcome: Accepting Digital Humanities Methods into Non-DH Classrooms	000350	000077	000402	000328	000303	000231	000623	000471	000211	000034	https://digitalhumanities.org/dhq/vol/11/3/000315/000315.html
000316	2017	Ioanna Kyvernitou | Antonis Bikakis	National University of Ireland, Galway (NUIG) | University College London (UCL)	An Ontology for Gendered Content Representation of Cultural Heritage Artefacts	000622	000370	000202	000196	000620	000618	000026	000159	000731	000623	https://digitalhumanities.org/dhq/vol/11/3/000316/000316.html
000317	2017	Ted Underwood	University of Illinois, Urbana-Champaign	A Genealogy of Distant Reading	000140	000197	000108	000735	000262	000481	000044	000128	000178	000144	https://digitalhumanities.org/dhq/vol/11/2/000317/000317.html
000318	2017	Rhiannon Stephanie Bettivia | Elizabeth Stainforth	University of Illinois, Urbana-Champaign | University of Leeds	All and Each: A Socio-Technical Review of the Europeana Project	000206	000299	000328	000109	000227	000269	000411	000462	000184	000355	https://digitalhumanities.org/dhq/vol/11/3/000318/000318.html
000319	2017	Patricia Hswe | Tara LaLonde | Kate Miffitt | James O'Sullivan | Sarah Pickle | Nathan Piekielek | Heather Ross | Albert Rozo	The Andrew W. Mellon Foundation | The Pennsylvania State University | The Pennsylvania State University | University College Cork | The Claremont Colleges Library | The Pennsylvania State University | The Pennsylvania State University | The Pennsylvania State University	A Tale of Two Internships: Developing Digital Skills through Engaged Scholarship	000320	000330	000090	000184	000306	000478	000322	000302	000077	000179	https://digitalhumanities.org/dhq/vol/11/3/000319/000319.html
000320	2017	Laura Estill	Texas A&M University	Collaborative Knowledge Creation and Student-Led Assignment Design: Wikipedia in the University Literature Class	000330	000302	000478	000054	000029	000327	000147	000319	000443	000323	https://digitalhumanities.org/dhq/vol/11/3/000320/000320.html
000321	2017	Mattie Burkert	Utah State University	Recovering the London Stage Information Bank: Lessons from an Early Humanities Computing Project	000108	000179	000159	000227	000173	000029	000003	000509	000470	000670	https://digitalhumanities.org/dhq/vol/11/3/000321/000321.html
000322	2017	Aaron Mauro | Daniel Powell | Sarah Potvin | Jacob Heil | Eric Dye | Bridget Jenkins | Dene Grigar	Penn State Behrend | University of Victoria | Texas A&M University | The Five Colleges of Ohio | Penn State Behrend | Penn State Behrend | Washington State University	Towards a Seamful Design of Networked Knowledge: Practical Pedagogies in Collaborative Teams	000306	000319	000666	000233	000305	000184	000177	000304	000665	000311	https://digitalhumanities.org/dhq/vol/11/3/000322/000322.html
000323	2017	Nuria Alonso García | Alison Caplan | Brad Mering	Providence College | Providence College | Mervideo	A Pedagogy for Computer-Assisted Literary Analysis: Introducing GALGO (Golden Age Literature Glossary Online)	000314	000443	000327	000478	000683	000320	000237	000227	000393	000183	https://digitalhumanities.org/dhq/vol/11/3/000323/000323.html
000324	2017	Kate Holterhoff	Georgia Institute of Technology	From Disclaimer to Critique: Race and the Digital Image Archivist	000524	000446	000003	000179	000321	000227	000640	000532	000635	000175	https://digitalhumanities.org/dhq/vol/11/3/000324/000324.html
000325	2017	Natalie Berkman	Princeton University	Digital Oulipo: Programming Potential Literature	000693	000699	000734	000046	000087	000675	000162	000314	000492	000602	https://digitalhumanities.org/dhq/vol/11/3/000325/000325.html
000326	2018	Joris van Zundert | Sally Chambers | Mike Kestemont | Marijn Koolen | Catherine Jones	Huygens Institute for the History of the Netherlands, Royal Netherlands Academy of Arts and Sciences | Ghent Centre for Digital Humanities, Ghent University | Antwerp University | Netherlands Institute for Sound and Vision | University of Luxembourg	DHBeNeLux: Incubator for Digital Humanities in Belgium, the Netherlands and Luxembourg	000453	000701	000112	000454	000335	000145	000163	000142	000127	000213	https://digitalhumanities.org/dhq/vol/11/4/000326/000326.html
000327	2018	Iwe Everhardus Christiaan Muiser | Mariët Theune | Ruud de Jong | Nigel Smink | Dolf Trieschnigg | Djoerd Hiemstra | Theo Meder	University of Twente, Enschede / Meertens Institute, Amsterdam | University of Twente, Enschede | University of Twente, Enschede | University of Twente, Enschede | MyDatafactory, Meppel | University of Twente, Enschede | Meertens Institute, Amsterdam / University of Groningen, Groningen	Supporting the Exploration of Online Cultural Heritage Collections: The Case of the Dutch Folktale Database	000227	000323	000034	000314	000320	000179	000593	000529	000443	000734	https://digitalhumanities.org/dhq/vol/11/4/000327/000327.html
000328	2018	Max De Wilde | Simon Hengchen	Université libre de Bruxelles(ULB), Information Science Department | University of Helsinki (UH)	Semantic Enrichment of a Multilingual Archive with Linked Open Data	000034	000159	000323	000368	000357	000342	000623	000327	000462	000170	https://digitalhumanities.org/dhq/vol/11/4/000328/000328.html
000329	2017	Marinella Testori	King's College London	Methods of quality, quality of methods. What does Roberto Busa have to communicate to digital humanists in the 21st century? From hermeneutics to performativity.	000086	000097	000738	000471	000415	000186	000161	000284	000232	000446	https://digitalhumanities.org/dhq/vol/11/3/000329/000329.html
000330	2017	Shannon Kelley	Fairfield University	Getting on the Map: A Case Study in Digital Pedagogy and Undergraduate Crowdsourcing	000302	000320	000478	000319	000306	000443	000038	000177	000031	000323	https://digitalhumanities.org/dhq/vol/11/3/000330/000330.html
000331	2017	Calvin Fung	Monash University	Playing with Identities: Queering Digital Narratology and the Exploration of Gender and Sexual Identities	000360	000002	000162	000161	000389	000128	000150	000361	000356	000139	https://digitalhumanities.org/dhq/vol/11/3/000331/000331.html
